order_id,order_time,branch,staff,customer_id,customer_segment,item,qty,gross,discount,net_sales,cost,margin
O01439,2026-04-17 03:16:44.438373,Siam,Ploy,C0500,active,Set Menu,1,180,30,150,73.94,76.06
O00874,2026-04-17 03:33:44.438373,Siam,Jane,C0176,new,Protein Shake,2,440,20,420,231.05,188.95
O01750,2026-04-17 03:38:44.438373,Siam,Tum,C0036,at_risk,Set Menu,1,120,10,110,59.94,50.06
O00460,2026-04-17 03:41:44.438373,Thonglor,Bank,C0056,new,Protein Shake,2,440,20,420,257.69,162.31
O00055,2026-04-17 04:01:44.438373,Thonglor,Jane,C0693,active,Cocktail,1,220,20,200,121.42,78.58
O01253,2026-04-17 04:02:44.438373,Ari,Mek,C0036,active,Signature Latte,2,240,10,230,132.51,97.49
O02281,2026-04-17 04:20:44.438373,Thonglor,Mek,C0585,active,Signature Latte,1,90,30,60,26.41,33.59
O01843,2026-04-17 04:27:44.438373,Siam,Nok,C0230,active,Set Menu,1,90,10,80,40.34,39.66
O01610,2026-04-17 05:13:44.438373,Siam,Jane,C0148,active,Signature Latte,1,120,10,110,59.01,50.99
O02199,2026-04-17 06:45:44.438373,Siam,Tum,C0651,active,Craft Beer,2,300,20,280,150.03,129.97
O02010,2026-04-17 07:27:44.438373,Ari,Tum,C0046,active,Cocktail,3,540,30,510,273.84,236.16
O01877,2026-04-17 10:14:44.438373,Siam,Jane,C0188,at_risk,Craft Beer,2,180,0,180,72.95,107.05
O01712,2026-04-17 10:21:44.438373,Siam,Ploy,C0518,at_risk,Signature Latte,2,240,0,240,117.84,122.16
O01516,2026-04-17 11:08:44.438373,Thonglor,Tum,C0378,at_risk,Signature Latte,1,260,20,240,107.46,132.54
O00280,2026-04-17 13:14:44.438373,Thonglor,Nok,C0395,at_risk,Classic Burger,1,180,0,180,73.18,106.82
O00264,2026-04-17 13:56:44.438373,Ari,Jane,C0426,at_risk,Cocktail,3,360,10,350,213.93,136.07
O01201,2026-04-17 14:03:44.438373,Siam,Bank,C0431,at_risk,Craft Beer,1,150,20,130,69.17,60.83
O00325,2026-04-17 14:06:44.438373,Ari,Tum,C0695,active,Cocktail,1,150,0,150,92.32,57.68
O01556,2026-04-17 14:11:44.438373,Siam,Mek,C0195,new,Signature Latte,1,180,20,160,63.87,96.13
O01984,2026-04-17 14:14:44.438373,Ari,Mek,C0137,new,Signature Latte,1,220,0,220,131.8,88.2
O00048,2026-04-17 14:54:44.438373,Siam,Tum,C0253,new,Protein Shake,1,120,10,110,46.97,63.03
O00258,2026-04-17 15:47:44.438373,Thonglor,Ploy,C0426,at_risk,Craft Beer,2,520,0,520,313.62,206.38
O02347,2026-04-17 16:10:44.438373,Thonglor,Nok,C0179,new,Protein Shake,2,180,0,180,69.93,110.07
O02119,2026-04-17 18:55:44.438373,Thonglor,Mek,C0046,at_risk,Set Menu,3,780,20,760,336.31,423.69
O00448,2026-04-17 19:30:44.438373,Thonglor,Ploy,C0683,active,Set Menu,2,240,10,230,119.47,110.53
O01583,2026-04-17 19:49:44.438373,Siam,Bank,C0625,active,Cocktail,1,220,0,220,114.29,105.71
O01346,2026-04-17 22:36:44.438373,Thonglor,Jane,C0231,active,Craft Beer,1,260,30,230,141.25,88.75
O02483,2026-04-17 23:20:44.438373,Siam,Mek,C0399,active,Classic Burger,1,260,20,240,98.45,141.55
O00871,2026-04-18 00:06:44.438373,Siam,Tum,C0048,active,Set Menu,3,360,20,340,139.84,200.16
O01412,2026-04-18 01:13:44.438373,Thonglor,Mek,C0189,new,Craft Beer,1,150,20,130,56.71,73.29
O00345,2026-04-18 02:16:44.438373,Siam,Bank,C0431,at_risk,Signature Latte,2,440,0,440,196.6,243.4
O00214,2026-04-18 02:18:44.438373,Thonglor,Nok,C0633,active,Classic Burger,2,300,30,270,150.37,119.63
O01987,2026-04-18 03:47:44.438373,Siam,Tum,C0335,at_risk,Classic Burger,3,270,20,250,150.62,99.38
O01018,2026-04-18 04:52:44.438373,Ari,Bank,C0296,active,Set Menu,2,360,0,360,163.0,197.0
O01005,2026-04-18 05:21:44.438373,Thonglor,Tum,C0417,active,Cocktail,1,180,0,180,103.62,76.38
O00099,2026-04-18 05:21:44.438373,Siam,Nok,C0254,active,Craft Beer,2,520,0,520,236.5,283.5
O00847,2026-04-18 08:36:44.438373,Ari,Ploy,C0324,new,Signature Latte,1,260,10,250,148.3,101.7
O01836,2026-04-18 09:49:44.438373,Thonglor,Nok,C0474,at_risk,Set Menu,2,360,20,340,204.14,135.86
O01911,2026-04-18 10:45:44.438373,Ari,Mek,C0377,active,Set Menu,2,300,20,280,158.27,121.73
O00872,2026-04-18 11:25:44.438373,Thonglor,Jane,C0337,active,Cocktail,1,150,30,120,71.2,48.8
O00367,2026-04-18 13:04:44.438373,Thonglor,Jane,C0450,at_risk,Set Menu,2,300,30,270,163.75,106.25
O01395,2026-04-18 14:10:44.438373,Ari,Nok,C0549,active,Craft Beer,1,220,0,220,125.59,94.41
O02149,2026-04-18 14:10:44.438373,Ari,Bank,C0272,active,Protein Shake,1,180,30,150,92.36,57.64
O00008,2026-04-18 14:57:44.438373,Siam,Jane,C0338,active,Craft Beer,3,780,20,760,297.05,462.95
O01601,2026-04-18 15:27:44.438373,Ari,Tum,C0331,active,Classic Burger,1,260,0,260,107.87,152.13
O01192,2026-04-18 17:23:44.438373,Thonglor,Jane,C0581,active,Signature Latte,1,90,0,90,44.12,45.88
O00556,2026-04-18 18:33:44.438373,Ari,Bank,C0513,new,Craft Beer,1,180,0,180,95.18,84.82
O02055,2026-04-18 20:08:44.438373,Siam,Mek,C0136,new,Set Menu,3,360,20,340,203.26,136.74
O01121,2026-04-18 21:59:44.438373,Ari,Jane,C0132,active,Signature Latte,1,150,0,150,86.78,63.22
O01010,2026-04-18 22:02:44.438373,Siam,Nok,C0260,active,Protein Shake,2,440,0,440,208.59,231.41
O01781,2026-04-18 23:24:44.438373,Ari,Tum,C0692,active,Set Menu,2,440,0,440,266.29,173.71
O00755,2026-04-19 00:22:44.438373,Siam,Mek,C0445,new,Classic Burger,1,220,20,200,82.61,117.39
O01263,2026-04-19 00:23:44.438373,Thonglor,Bank,C0448,at_risk,Cocktail,3,540,20,520,214.87,305.13
O00162,2026-04-19 01:09:44.438373,Thonglor,Ploy,C0686,active,Protein Shake,2,520,0,520,306.0,214.0
O01591,2026-04-19 01:23:44.438373,Thonglor,Ploy,C0390,active,Signature Latte,1,120,0,120,72.38,47.62
O00362,2026-04-19 02:38:44.438373,Siam,Mek,C0277,at_risk,Cocktail,1,260,10,250,140.67,109.33
O01824,2026-04-19 03:26:44.438373,Siam,Bank,C0030,new,Protein Shake,2,360,0,360,147.23,212.77
O02218,2026-04-19 03:35:44.438373,Siam,Ploy,C0073,at_risk,Set Menu,2,240,10,230,114.67,115.33
O00270,2026-04-19 05:16:44.438373,Thonglor,Bank,C0214,new,Set Menu,1,220,20,200,102.15,97.85
O00328,2026-04-19 05:25:44.438373,Siam,Ploy,C0575,at_risk,Protein Shake,2,440,0,440,234.8,205.2
O01301,2026-04-19 05:48:44.438373,Thonglor,Bank,C0633,at_risk,Classic Burger,1,150,30,120,45.63,74.37
O01718,2026-04-19 07:11:44.438373,Siam,Bank,C0031,active,Protein Shake,2,180,10,170,72.54,97.46
O00739,2026-04-19 07:42:44.438373,Thonglor,Mek,C0115,at_risk,Set Menu,1,260,0,260,120.69,139.31
O00463,2026-04-19 07:53:44.438373,Thonglor,Tum,C0355,new,Classic Burger,3,780,30,750,371.13,378.87
O02117,2026-04-19 08:08:44.438373,Siam,Bank,C0628,active,Signature Latte,1,180,0,180,90.96,89.04
O00575,2026-04-19 08:20:44.438373,Siam,Nok,C0439,at_risk,Protein Shake,2,240,20,220,87.44,132.56
O01392,2026-04-19 08:42:44.438373,Thonglor,Jane,C0104,active,Classic Burger,3,450,20,430,167.99,262.01
O02040,2026-04-19 08:46:44.438373,Siam,Tum,C0011,active,Set Menu,3,360,0,360,142.33,217.67
O00745,2026-04-19 09:35:44.438373,Siam,Tum,C0602,active,Classic Burger,2,360,20,340,180.5,159.5
O00102,2026-04-19 09:38:44.438373,Siam,Mek,C0302,active,Craft Beer,2,300,0,300,138.66,161.34
O01080,2026-04-19 10:31:44.438373,Thonglor,Ploy,C0487,new,Signature Latte,2,300,0,300,167.77,132.23
O00584,2026-04-19 10:43:44.438373,Siam,Tum,C0168,new,Set Menu,1,90,30,60,33.38,26.62
O01235,2026-04-19 11:58:44.438373,Thonglor,Nok,C0502,active,Craft Beer,2,300,20,280,137.95,142.05
O00597,2026-04-19 13:53:44.438373,Siam,Tum,C0612,active,Protein Shake,1,180,10,170,99.12,70.88
O00979,2026-04-19 13:55:44.438373,Thonglor,Ploy,C0087,at_risk,Craft Beer,1,180,0,180,79.31,100.69
O00171,2026-04-19 14:52:44.438373,Thonglor,Ploy,C0127,active,Craft Beer,1,180,20,160,83.74,76.26
O00372,2026-04-19 15:13:44.438373,Ari,Mek,C0017,at_risk,Classic Burger,2,520,10,510,200.86,309.14
O01611,2026-04-19 15:40:44.438373,Siam,Bank,C0378,active,Set Menu,2,360,0,360,163.06,196.94
O02278,2026-04-19 15:45:44.438373,Thonglor,Ploy,C0280,at_risk,Signature Latte,2,180,10,170,96.59,73.41
O02333,2026-04-19 16:02:44.438373,Ari,Ploy,C0523,at_risk,Craft Beer,2,180,10,170,80.67,89.33
O00057,2026-04-19 16:41:44.438373,Siam,Ploy,C0634,new,Set Menu,1,220,30,190,82.35,107.65
O02379,2026-04-19 18:05:44.438373,Ari,Nok,C0265,active,Signature Latte,1,150,0,150,76.58,73.42
O00983,2026-04-19 18:09:44.438373,Ari,Nok,C0496,active,Cocktail,1,180,30,150,74.57,75.43
O01512,2026-04-19 18:34:44.438373,Siam,Ploy,C0373,at_risk,Classic Burger,2,440,0,440,172.94,267.06
O00613,2026-04-19 18:41:44.438373,Siam,Tum,C0609,at_risk,Signature Latte,3,780,0,780,327.81,452.19
O00957,2026-04-19 19:07:44.438373,Siam,Tum,C0653,active,Signature Latte,1,220,0,220,97.49,122.51
O00911,2026-04-19 19:11:44.438373,Siam,Bank,C0209,active,Signature Latte,1,220,0,220,131.25,88.75
O00818,2026-04-19 19:44:44.438373,Siam,Bank,C0273,at_risk,Cocktail,1,260,30,230,108.17,121.83
O01408,2026-04-19 21:22:44.438373,Ari,Mek,C0312,active,Signature Latte,1,260,20,240,138.09,101.91
O01198,2026-04-19 21:29:44.438373,Siam,Ploy,C0003,at_risk,Protein Shake,1,260,20,240,105.95,134.05
O01425,2026-04-19 21:38:44.438373,Siam,Bank,C0667,active,Signature Latte,2,440,0,440,198.87,241.13
O02384,2026-04-19 22:47:44.438373,Siam,Nok,C0422,at_risk,Craft Beer,1,90,10,80,42.86,37.14
O02294,2026-04-20 00:08:44.438373,Siam,Mek,C0416,at_risk,Classic Burger,2,300,0,300,148.1,151.9
O00725,2026-04-20 00:29:44.438373,Ari,Jane,C0415,active,Classic Burger,1,220,0,220,106.14,113.86
O01354,2026-04-20 00:44:44.438373,Siam,Nok,C0266,at_risk,Craft Beer,1,260,0,260,136.25,123.75
O00125,2026-04-20 01:29:44.438373,Ari,Mek,C0029,active,Protein Shake,3,450,0,450,179.94,270.06
O02108,2026-04-20 03:15:44.438373,Siam,Jane,C0104,at_risk,Protein Shake,1,120,30,90,45.69,44.31
O00377,2026-04-20 03:22:44.438373,Siam,Tum,C0505,active,Craft Beer,2,180,10,170,88.83,81.17
O00204,2026-04-20 04:07:44.438373,Thonglor,Bank,C0167,active,Craft Beer,1,220,20,200,89.19,110.81
O02067,2026-04-20 05:46:44.438373,Siam,Mek,C0214,at_risk,Classic Burger,2,360,30,330,186.24,143.76
O02205,2026-04-20 05:53:44.438373,Siam,Mek,C0500,active,Signature Latte,2,360,10,350,156.98,193.02
O02220,2026-04-20 06:13:44.438373,Siam,Bank,C0660,at_risk,Set Menu,3,360,10,350,145.38,204.62
O01998,2026-04-20 07:39:44.438373,Thonglor,Nok,C0374,at_risk,Protein Shake,2,520,20,500,273.22,226.78
O01102,2026-04-20 08:37:44.438373,Siam,Jane,C0673,new,Signature Latte,2,440,10,430,193.08,236.92
O02413,2026-04-20 08:47:44.438373,Siam,Mek,C0366,active,Set Menu,1,180,30,150,62.19,87.81
O01438,2026-04-20 13:09:44.438373,Thonglor,Ploy,C0023,active,Set Menu,1,220,20,200,98.57,101.43
O00848,2026-04-20 15:18:44.438373,Thonglor,Nok,C0127,active,Cocktail,2,440,20,420,211.92,208.08
O01244,2026-04-20 15:19:44.438373,Siam,Jane,C0074,active,Cocktail,3,540,10,530,253.12,276.88
O01970,2026-04-20 16:21:44.438373,Ari,Ploy,C0053,active,Classic Burger,3,780,30,750,383.15,366.85
O00676,2026-04-20 17:04:44.438373,Siam,Nok,C0255,active,Classic Burger,3,270,0,270,151.6,118.4
O02493,2026-04-20 18:55:44.438373,Thonglor,Nok,C0132,new,Protein Shake,2,300,0,300,185.42,114.58
O01447,2026-04-20 21:06:44.438373,Siam,Jane,C0395,at_risk,Craft Beer,2,300,20,280,135.53,144.47
O00586,2026-04-20 21:10:44.438373,Ari,Mek,C0221,at_risk,Protein Shake,2,180,20,160,65.47,94.53
O00982,2026-04-20 21:23:44.438373,Ari,Tum,C0545,at_risk,Cocktail,2,520,0,520,243.42,276.58
O00878,2026-04-20 21:26:44.438373,Siam,Mek,C0548,new,Classic Burger,3,660,0,660,405.25,254.75
O01740,2026-04-20 22:15:44.438373,Thonglor,Jane,C0648,active,Cocktail,3,270,0,270,109.59,160.41
O00789,2026-04-20 22:19:44.438373,Siam,Ploy,C0021,at_risk,Classic Burger,1,150,0,150,67.45,82.55
O01099,2026-04-20 23:48:44.438373,Siam,Ploy,C0605,active,Cocktail,1,180,0,180,70.81,109.19
O00610,2026-04-21 00:17:44.438373,Thonglor,Mek,C0634,active,Protein Shake,2,440,30,410,236.25,173.75
O02184,2026-04-21 01:32:44.438373,Siam,Mek,C0018,active,Signature Latte,1,260,0,260,118.27,141.73
O00997,2026-04-21 01:44:44.438373,Thonglor,Ploy,C0259,active,Signature Latte,1,180,0,180,93.0,87.0
O01207,2026-04-21 01:58:44.438373,Siam,Bank,C0417,active,Protein Shake,2,440,10,430,260.76,169.24
O01758,2026-04-21 02:23:44.438373,Thonglor,Ploy,C0563,active,Classic Burger,2,520,10,510,242.26,267.74
O00595,2026-04-21 02:50:44.438373,Ari,Tum,C0698,new,Protein Shake,1,90,30,60,28.97,31.03
O01942,2026-04-21 08:27:44.438373,Ari,Nok,C0433,new,Protein Shake,1,260,10,250,110.4,139.6
O00262,2026-04-21 09:40:44.438373,Thonglor,Mek,C0205,active,Signature Latte,1,180,0,180,80.15,99.85
O00205,2026-04-21 09:52:44.438373,Siam,Nok,C0483,at_risk,Signature Latte,2,240,0,240,115.62,124.38
O01095,2026-04-21 10:26:44.438373,Siam,Ploy,C0207,active,Set Menu,1,180,30,150,73.2,76.8
O02492,2026-04-21 11:15:44.438373,Siam,Nok,C0568,active,Signature Latte,2,520,0,520,260.91,259.09
O01995,2026-04-21 11:47:44.438373,Thonglor,Nok,C0306,active,Classic Burger,1,120,0,120,55.68,64.32
O00454,2026-04-21 12:24:44.438373,Ari,Mek,C0094,at_risk,Craft Beer,2,520,20,500,305.31,194.69
O00210,2026-04-21 12:51:44.438373,Siam,Jane,C0428,active,Set Menu,1,180,30,150,75.69,74.31
O02436,2026-04-21 12:58:44.438373,Thonglor,Jane,C0313,new,Protein Shake,1,150,30,120,68.77,51.23
O02383,2026-04-21 12:59:44.438373,Siam,Bank,C0425,active,Classic Burger,1,90,20,70,37.28,32.72
O01105,2026-04-21 16:18:44.438373,Siam,Bank,C0574,at_risk,Set Menu,1,150,20,130,60.52,69.48
O02389,2026-04-21 16:27:44.438373,Thonglor,Nok,C0186,new,Classic Burger,2,520,20,500,275.06,224.94
O02047,2026-04-21 19:08:44.438373,Siam,Tum,C0418,active,Classic Burger,1,260,0,260,102.85,157.15
O00803,2026-04-21 19:41:44.438373,Siam,Tum,C0371,new,Protein Shake,3,540,20,520,227.68,292.32
O00828,2026-04-21 19:41:44.438373,Thonglor,Tum,C0382,active,Classic Burger,1,260,30,230,102.09,127.91
O02118,2026-04-21 22:23:44.438373,Ari,Tum,C0670,new,Craft Beer,1,260,30,230,136.55,93.45
O02043,2026-04-21 22:30:44.438373,Thonglor,Nok,C0692,at_risk,Signature Latte,1,120,10,110,67.13,42.87
O01573,2026-04-21 22:45:44.438373,Siam,Nok,C0635,at_risk,Protein Shake,3,360,20,340,155.13,184.87
O01806,2026-04-21 23:48:44.438373,Siam,Ploy,C0089,active,Signature Latte,1,120,0,120,63.35,56.65
O02450,2026-04-22 01:09:44.438373,Thonglor,Mek,C0022,active,Cocktail,3,360,30,330,183.56,146.44
O01067,2026-04-22 01:17:44.438373,Siam,Mek,C0317,at_risk,Cocktail,2,240,10,230,104.7,125.3
O02355,2026-04-22 02:37:44.438373,Thonglor,Tum,C0341,at_risk,Cocktail,1,90,10,80,36.46,43.54
O00737,2026-04-22 02:38:44.438373,Siam,Tum,C0331,active,Classic Burger,2,360,30,330,171.32,158.68
O01327,2026-04-22 04:12:44.438373,Ari,Nok,C0468,at_risk,Protein Shake,2,300,20,280,155.2,124.8
O02402,2026-04-22 04:23:44.438373,Thonglor,Nok,C0118,active,Classic Burger,3,660,20,640,304.93,335.07
O01252,2026-04-22 05:38:44.438373,Siam,Jane,C0280,active,Craft Beer,2,180,20,160,70.37,89.63
O01371,2026-04-22 06:09:44.438373,Ari,Jane,C0465,active,Protein Shake,1,180,0,180,68.83,111.17
O01442,2026-04-22 07:05:44.438373,Ari,Jane,C0485,new,Set Menu,1,180,30,150,86.37,63.63
O01293,2026-04-22 08:04:44.438373,Siam,Ploy,C0423,active,Signature Latte,2,240,10,230,108.92,121.08
O00839,2026-04-22 08:33:44.438373,Ari,Bank,C0357,active,Cocktail,1,150,10,140,71.58,68.42
O00079,2026-04-22 08:38:44.438373,Siam,Ploy,C0073,new,Signature Latte,2,240,0,240,98.62,141.38
O01671,2026-04-22 08:49:44.438373,Siam,Jane,C0527,active,Craft Beer,1,90,20,70,33.24,36.76
O00003,2026-04-22 09:22:44.438373,Ari,Nok,C0475,active,Craft Beer,1,180,0,180,91.07,88.93
O00732,2026-04-22 11:57:44.438373,Siam,Ploy,C0216,at_risk,Set Menu,3,780,30,750,343.81,406.19
O00207,2026-04-22 13:14:44.438373,Siam,Jane,C0658,active,Cocktail,1,260,0,260,160.44,99.56
O01377,2026-04-22 13:17:44.438373,Ari,Jane,C0016,active,Classic Burger,3,780,20,760,384.5,375.5
O00040,2026-04-22 15:41:44.438373,Siam,Ploy,C0604,at_risk,Craft Beer,2,240,20,220,121.33,98.67
O02050,2026-04-22 16:46:44.438373,Siam,Jane,C0447,active,Set Menu,2,440,10,430,170.37,259.63
O00074,2026-04-22 17:03:44.438373,Ari,Ploy,C0447,at_risk,Signature Latte,3,360,0,360,191.81,168.19
O02409,2026-04-22 17:08:44.438373,Ari,Tum,C0604,at_risk,Signature Latte,1,90,30,60,31.83,28.17
O01061,2026-04-22 18:38:44.438373,Siam,Bank,C0646,at_risk,Signature Latte,2,360,0,360,153.98,206.02
O00761,2026-04-22 18:48:44.438373,Ari,Mek,C0682,at_risk,Classic Burger,1,150,0,150,72.67,77.33
O02391,2026-04-22 18:48:44.438373,Siam,Nok,C0285,active,Craft Beer,2,180,30,150,83.63,66.37
O02305,2026-04-22 19:17:44.438373,Siam,Jane,C0291,active,Classic Burger,3,540,10,530,234.29,295.71
O00389,2026-04-22 20:48:44.438373,Siam,Bank,C0419,new,Craft Beer,1,180,20,160,75.56,84.44
O00505,2026-04-22 21:01:44.438373,Siam,Jane,C0423,at_risk,Protein Shake,1,260,0,260,118.45,141.55
O00759,2026-04-22 21:11:44.438373,Siam,Tum,C0693,active,Craft Beer,1,220,20,200,80.49,119.51
O00750,2026-04-22 23:43:44.438373,Siam,Mek,C0441,new,Protein Shake,3,270,0,270,104.42,165.58
O00949,2026-04-23 00:47:44.438373,Siam,Bank,C0230,active,Cocktail,2,520,0,520,263.32,256.68
O02433,2026-04-23 02:41:44.438373,Siam,Ploy,C0041,active,Set Menu,1,260,20,240,104.08,135.92
O02324,2026-04-23 04:24:44.438373,Thonglor,Ploy,C0659,active,Signature Latte,2,300,0,300,175.34,124.66
O01776,2026-04-23 05:23:44.438373,Thonglor,Ploy,C0238,at_risk,Cocktail,1,260,0,260,129.64,130.36
O01171,2026-04-23 07:12:44.438373,Thonglor,Mek,C0196,at_risk,Cocktail,2,360,20,340,137.46,202.54
O00148,2026-04-23 15:30:44.438373,Thonglor,Jane,C0224,active,Protein Shake,2,440,20,420,167.27,252.73
O00886,2026-04-23 15:36:44.438373,Siam,Mek,C0001,active,Craft Beer,1,260,0,260,149.41,110.59
O00369,2026-04-23 16:19:44.438373,Siam,Bank,C0255,active,Craft Beer,2,180,30,150,57.33,92.67
O00180,2026-04-23 17:03:44.438373,Siam,Ploy,C0229,new,Signature Latte,3,270,10,260,118.28,141.72
O00858,2026-04-23 17:07:44.438373,Siam,Jane,C0079,active,Protein Shake,1,260,0,260,144.26,115.74
O00522,2026-04-23 17:21:44.438373,Siam,Tum,C0587,active,Craft Beer,1,180,0,180,85.55,94.45
O02252,2026-04-23 18:34:44.438373,Thonglor,Nok,C0474,active,Craft Beer,1,220,0,220,85.19,134.81
O00566,2026-04-23 18:37:44.438373,Siam,Jane,C0197,at_risk,Protein Shake,2,300,0,300,155.16,144.84
O01993,2026-04-23 19:11:44.438373,Siam,Mek,C0143,active,Cocktail,1,260,0,260,139.54,120.46
O00352,2026-04-23 21:20:44.438373,Siam,Ploy,C0409,at_risk,Classic Burger,3,270,20,250,130.71,119.29
O01069,2026-04-23 21:23:44.438373,Siam,Jane,C0059,at_risk,Cocktail,2,440,0,440,201.44,238.56
O02444,2026-04-23 22:05:44.438373,Siam,Nok,C0050,at_risk,Set Menu,1,150,30,120,51.02,68.98
O00344,2026-04-23 22:44:44.438373,Thonglor,Mek,C0175,new,Set Menu,1,220,0,220,132.71,87.29
O01276,2026-04-23 23:30:44.438373,Siam,Nok,C0086,new,Protein Shake,1,260,30,230,90.16,139.84
O01258,2026-04-24 00:00:44.438373,Thonglor,Mek,C0003,at_risk,Classic Burger,3,450,30,420,191.76,228.24
O00014,2026-04-24 00:17:44.438373,Ari,Ploy,C0541,active,Protein Shake,2,360,30,330,145.14,184.86
O02161,2026-04-24 00:29:44.438373,Siam,Ploy,C0107,active,Cocktail,2,240,20,220,97.8,122.2
O00499,2026-04-24 02:43:44.438373,Thonglor,Tum,C0013,active,Classic Burger,1,120,0,120,55.16,64.84
O01008,2026-04-24 04:10:44.438373,Siam,Tum,C0675,active,Craft Beer,2,240,10,230,88.82,141.18
O00521,2026-04-24 04:43:44.438373,Thonglor,Bank,C0550,active,Signature Latte,3,660,20,640,379.3,260.7
O00030,2026-04-24 06:48:44.438373,Thonglor,Ploy,C0226,active,Signature Latte,1,260,30,230,114.27,115.73
O00961,2026-04-24 06:58:44.438373,Thonglor,Nok,C0657,new,Classic Burger,1,180,10,170,91.92,78.08
O00599,2026-04-24 07:06:44.438373,Thonglor,Mek,C0215,at_risk,Cocktail,1,120,0,120,53.48,66.52
O00864,2026-04-24 09:02:44.438373,Thonglor,Jane,C0088,new,Classic Burger,1,90,10,80,37.06,42.94
O01816,2026-04-24 09:48:44.438373,Siam,Nok,C0334,active,Craft Beer,1,90,30,60,33.92,26.08
O01683,2026-04-24 11:11:44.438373,Thonglor,Ploy,C0246,new,Protein Shake,1,90,20,70,27.01,42.99
O00202,2026-04-24 14:22:44.438373,Siam,Tum,C0118,active,Classic Burger,2,440,0,440,179.06,260.94
O02248,2026-04-24 14:22:44.438373,Thonglor,Ploy,C0678,at_risk,Signature Latte,1,120,0,120,46.0,74.0
O00289,2026-04-24 15:03:44.438373,Thonglor,Nok,C0636,at_risk,Classic Burger,1,90,20,70,26.9,43.1
O01045,2026-04-24 15:12:44.438373,Ari,Bank,C0180,active,Protein Shake,3,540,30,510,252.63,257.37
O00361,2026-04-24 17:26:44.438373,Thonglor,Bank,C0361,active,Cocktail,1,260,0,260,141.86,118.14
O01566,2026-04-24 17:57:44.438373,Siam,Nok,C0273,new,Craft Beer,3,360,0,360,194.78,165.22
O00240,2026-04-24 19:30:44.438373,Siam,Mek,C0183,new,Protein Shake,2,240,10,230,89.81,140.19
O01134,2026-04-24 20:45:44.438373,Siam,Jane,C0623,active,Cocktail,2,180,20,160,78.0,82.0
O00577,2026-04-24 22:07:44.438373,Siam,Bank,C0692,at_risk,Signature Latte,2,360,20,340,188.9,151.1
O02300,2026-04-24 22:45:44.438373,Ari,Nok,C0579,at_risk,Signature Latte,1,220,10,210,110.77,99.23
O01565,2026-04-24 23:00:44.438373,Ari,Ploy,C0227,at_risk,Classic Burger,1,260,0,260,103.06,156.94
O00061,2026-04-25 00:10:44.438373,Siam,Nok,C0117,at_risk,Classic Burger,2,520,0,520,244.38,275.62
O01918,2026-04-25 00:29:44.438373,Siam,Mek,C0104,active,Classic Burger,2,520,20,500,201.76,298.24
O01029,2026-04-25 01:30:44.438373,Siam,Nok,C0497,at_risk,Set Menu,2,520,0,520,278.45,241.55
O01957,2026-04-25 01:59:44.438373,Thonglor,Nok,C0200,at_risk,Signature Latte,3,780,0,780,416.62,363.38
O01158,2026-04-25 02:36:44.438373,Siam,Nok,C0087,active,Signature Latte,1,220,0,220,127.32,92.68
O00633,2026-04-25 04:08:44.438373,Ari,Jane,C0271,new,Classic Burger,1,120,0,120,56.49,63.51
O00376,2026-04-25 07:44:44.438373,Ari,Bank,C0084,active,Classic Burger,2,360,0,360,213.92,146.08
O01256,2026-04-25 07:55:44.438373,Thonglor,Bank,C0505,at_risk,Classic Burger,1,180,0,180,82.47,97.53
O00765,2026-04-25 08:03:44.438373,Thonglor,Ploy,C0425,active,Craft Beer,1,90,0,90,43.94,46.06
O00196,2026-04-25 08:35:44.438373,Siam,Mek,C0304,active,Classic Burger,2,440,30,410,189.38,220.62
O02208,2026-04-25 08:40:44.438373,Ari,Ploy,C0431,at_risk,Classic Burger,2,240,0,240,120.56,119.44
O01651,2026-04-25 09:15:44.438373,Ari,Tum,C0200,new,Cocktail,2,180,0,180,84.26,95.74
O01875,2026-04-25 10:56:44.438373,Siam,Mek,C0301,at_risk,Set Menu,1,120,20,100,58.69,41.31
O00590,2026-04-25 11:22:44.438373,Siam,Nok,C0069,active,Classic Burger,1,120,20,100,44.38,55.62
O00385,2026-04-25 13:07:44.438373,Ari,Ploy,C0102,at_risk,Signature Latte,1,90,20,70,42.55,27.45
O02077,2026-04-25 14:40:44.438373,Siam,Ploy,C0699,active,Classic Burger,1,220,20,200,117.43,82.57
O02079,2026-04-25 14:49:44.438373,Thonglor,Nok,C0234,at_risk,Craft Beer,1,150,0,150,69.99,80.01
O00769,2026-04-25 14:59:44.438373,Siam,Bank,C0133,at_risk,Signature Latte,1,150,10,140,67.64,72.36
O00500,2026-04-25 15:48:44.438373,Ari,Bank,C0612,active,Craft Beer,1,150,20,130,71.03,58.97
O01582,2026-04-25 16:28:44.438373,Ari,Jane,C0605,active,Set Menu,2,440,0,440,269.58,170.42
O00276,2026-04-25 16:30:44.438373,Thonglor,Jane,C0260,at_risk,Cocktail,2,180,30,150,83.37,66.63
O01986,2026-04-25 16:48:44.438373,Ari,Mek,C0428,active,Cocktail,1,120,0,120,47.87,72.13
O01887,2026-04-25 17:57:44.438373,Siam,Mek,C0396,active,Signature Latte,1,120,0,120,55.6,64.4
O01794,2026-04-25 18:08:44.438373,Siam,Ploy,C0071,new,Craft Beer,2,360,10,350,215.35,134.65
